transaction_id,customer_id,visit_datetime,items,total_spend
TX-000304,CUST-052,2025-01-23 10:06:25,Muffin,3.5
TX-000305,CUST-145,2025-01-23 10:54:37,Cake Slice | Muffin,9.0
TX-000306,CUST-020,2025-01-23 11:05:57,Croissant | Drip Coffee | Latte | Muffin,14.5
TX-000307,CUST-015,2025-01-23 14:20:18,Pasta | Latte | Croissant | Drip Coffee,22.0
TX-000308,CUST-075,2025-01-23 16:12:18,Drip Coffee,2.5
TX-000309,CUST-027,2025-01-23 19:12:24,Drip Coffee | Muffin | Latte,10.5
TX-000310,CUST-146,2025-01-23 21:22:12,Salad | Pasta,19.5
TX-000311,CUST-033,2025-01-24 00:18:27,Americano | Cake Slice | Breakfast Sandwich | Drip Coffee,17.5
TX-000312,CUST-086,2025-01-24 02:23:25,Pasta | Latte | Cake Slice | Croissant,25.0
TX-000313,CUST-027,2025-01-24 05:26:12,Cake Slice | Breakfast Sandwich | Americano,15.0
TX-000314,CUST-061,2025-01-24 06:19:43,Muffin | Americano,6.5
TX-000315,CUST-001,2025-01-24 06:34:11,Drip Coffee | Breakfast Sandwich | Latte | Tea | Americano,19.5
TX-000316,CUST-025,2025-01-24 10:34:36,Cake Slice | Salad | Pasta | Breakfast Sandwich,31.5
TX-000317,CUST-014,2025-01-24 11:05:00,Cake Slice | Latte | Tea | Breakfast Sandwich | Pasta,30.5
TX-000318,CUST-003,2025-01-24 13:32:50,Breakfast Sandwich | Pasta | Latte | Drip Coffee,24.5
TX-000319,CUST-055,2025-01-24 13:48:09,Muffin | Drip Coffee,6.0
TX-000320,CUST-008,2025-01-24 20:06:12,Muffin | Cake Slice | Croissant,13.0
TX-000321,CUST-009,2025-01-24 20:15:42,Latte | Salad | Drip Coffee | Breakfast Sandwich | Cake Slice,27.5
TX-000322,CUST-108,2025-01-25 01:36:58,Tea | Muffin,6.5
TX-000323,CUST-054,2025-01-25 07:12:11,Breakfast Sandwich | Drip Coffee,9.0
TX-000324,CUST-016,2025-01-25 10:36:51,Latte | Salad | Americano | Cake Slice,21.5
TX-000325,CUST-127,2025-01-25 12:00:31,Latte,4.5
TX-000326,CUST-027,2025-01-25 12:36:44,Salad | Breakfast Sandwich | Drip Coffee,17.5
TX-000327,CUST-001,2025-01-25 18:28:47,Breakfast Sandwich | Latte | Cake Slice,16.5
TX-000328,CUST-034,2025-01-25 23:21:35,Latte | Pasta | Americano | Drip Coffee,21.0
TX-000329,CUST-009,2025-01-26 01:58:05,Salad | Drip Coffee | Breakfast Sandwich | Croissant | Tea,24.5
TX-000330,CUST-027,2025-01-26 02:32:58,Breakfast Sandwich | Croissant | Cake Slice,16.0
TX-000331,CUST-039,2025-01-26 02:33:06,Americano | Muffin,6.5
TX-000332,CUST-012,2025-01-26 03:08:39,Muffin | Salad | Drip Coffee | Tea,17.5
TX-000333,CUST-016,2025-01-26 07:01:18,Croissant | Salad | Americano,15.5
TX-000334,CUST-096,2025-01-26 08:00:36,Salad | Cake Slice | Croissant,18.0
TX-000335,CUST-008,2025-01-26 08:13:47,Latte | Tea | Breakfast Sandwich | Cake Slice,19.5
TX-000336,CUST-119,2025-01-26 10:25:42,Croissant,4.0
TX-000337,CUST-002,2025-01-26 13:28:00,Breakfast Sandwich | Americano | Pasta | Salad,29.0
TX-000338,CUST-064,2025-01-26 14:53:58,Americano,3.0
TX-000339,CUST-033,2025-01-26 15:32:05,Croissant | Muffin | Pasta | Americano | Latte,26.0
TX-000340,CUST-100,2025-01-26 15:38:42,Breakfast Sandwich | Drip Coffee | Muffin,12.5
TX-000341,CUST-135,2025-01-26 17:04:26,Muffin,3.5
TX-000342,CUST-009,2025-01-26 18:24:42,Drip Coffee | Salad | Cake Slice | Breakfast Sandwich,23.0
TX-000343,CUST-091,2025-01-26 19:00:09,Latte | Tea | Salad,16.0
TX-000344,CUST-082,2025-01-26 20:38:18,Cake Slice | Americano,8.5
TX-000345,CUST-137,2025-01-26 22:56:36,Muffin,3.5
TX-000346,CUST-051,2025-01-27 02:22:51,Croissant | Muffin,7.5
TX-000347,CUST-022,2025-01-27 04:37:34,Latte | Croissant | Breakfast Sandwich | Pasta,26.0
TX-000348,CUST-052,2025-01-27 08:03:28,Muffin | Drip Coffee,6.0
TX-000349,CUST-028,2025-01-27 12:09:36,Tea | Drip Coffee | Cake Slice | Latte | Croissant,19.5
TX-000350,CUST-074,2025-01-27 12:11:26,Americano,3.0
TX-000351,CUST-013,2025-01-27 13:38:14,Salad | Croissant | Tea | Muffin,19.0
TX-000352,CUST-047,2025-01-27 14:06:43,Croissant | Tea,7.0
TX-000353,CUST-058,2025-01-27 14:09:44,Americano | Drip Coffee,5.5
TX-000354,CUST-076,2025-01-27 14:16:55,Drip Coffee | Latte,7.0
TX-000355,CUST-142,2025-01-27 14:22:36,Drip Coffee,2.5
TX-000356,CUST-021,2025-01-27 14:43:48,Latte | Breakfast Sandwich | Muffin | Salad,23.0
TX-000357,CUST-019,2025-01-27 22:21:42,Drip Coffee | Cake Slice | Salad | Breakfast Sandwich | Croissant,27.0
TX-000358,CUST-017,2025-01-27 23:03:52,Pasta | Salad | Muffin | Latte | Drip Coffee,30.0
TX-000359,CUST-072,2025-01-28 01:46:19,Americano,3.0
TX-000360,CUST-017,2025-01-28 01:53:50,Pasta | Latte | Croissant | Drip Coffee | Muffin,25.5
TX-000361,CUST-052,2025-01-28 05:19:09,Muffin,3.5
TX-000362,CUST-012,2025-01-28 08:51:36,Croissant | Americano | Tea | Latte,14.5
TX-000363,CUST-084,2025-01-28 14:09:55,Breakfast Sandwich | Cake Slice | Pasta,23.0
TX-000364,CUST-115,2025-01-28 14:40:54,Tea | Breakfast Sandwich,9.5
TX-000365,CUST-010,2025-01-28 16:47:45,Salad | Cake Slice | Breakfast Sandwich | Latte | Americano,28.0
TX-000366,CUST-118,2025-01-28 17:26:37,Drip Coffee | Americano,5.5
TX-000367,CUST-051,2025-01-28 20:04:50,Croissant | Americano,7.0
TX-000368,CUST-031,2025-01-28 20:08:26,Breakfast Sandwich | Americano | Tea,12.5
TX-000369,CUST-012,2025-01-28 20:43:57,Salad | Drip Coffee | Latte | Pasta | Muffin,30.0
TX-000370,CUST-013,2025-01-28 21:16:55,Muffin | Latte | Croissant | Breakfast Sandwich,18.5
TX-000371,CUST-038,2025-01-28 21:22:28,Salad | Muffin | Drip Coffee,14.5
TX-000372,CUST-043,2025-01-28 22:14:16,Americano | Drip Coffee,5.5
TX-000373,CUST-020,2025-01-29 02:04:48,Croissant | Americano | Breakfast Sandwich | Latte | Muffin,21.5
TX-000374,CUST-047,2025-01-29 02:11:50,Croissant | Muffin,7.5
TX-000375,CUST-043,2025-01-29 03:16:46,Muffin,3.5
TX-000376,CUST-144,2025-01-29 07:06:57,Cake Slice,5.5
TX-000377,CUST-058,2025-01-29 11:44:53,Muffin,3.5
TX-000378,CUST-047,2025-01-29 13:27:10,Tea | Muffin,6.5
TX-000379,CUST-070,2025-01-29 13:45:09,Latte,4.5
TX-000380,CUST-017,2025-01-29 16:19:05,Latte | Salad | Muffin | Drip Coffee | Americano,22.0
TX-000381,CUST-034,2025-01-29 18:24:07,Pasta | Salad | Breakfast Sandwich | Muffin,29.5
TX-000382,CUST-103,2025-01-29 20:33:11,Pasta | Breakfast Sandwich | Salad | Muffin,29.5
TX-000383,CUST-016,2025-01-29 21:43:10,Cake Slice | Latte | Drip Coffee | Tea | Salad,24.0
TX-000384,CUST-029,2025-01-30 09:00:06,Latte | Pasta | Salad,24.0
TX-000385,CUST-005,2025-01-30 09:48:49,Latte | Salad | Cake Slice,18.5
TX-000386,CUST-042,2025-01-30 11:03:05,Americano | Drip Coffee,5.5
TX-000387,CUST-113,2025-01-30 15:26:13,Latte | Salad,13.0
TX-000388,CUST-117,2025-01-30 16:56:28,Salad,8.5
TX-000389,CUST-002,2025-01-30 19:16:25,Muffin | Salad | Americano | Pasta | Breakfast Sandwich,32.5
TX-000390,CUST-016,2025-01-30 20:12:57,Latte | Americano | Salad,16.0
TX-000391,CUST-048,2025-01-30 22:57:16,Drip Coffee,2.5
TX-000392,CUST-070,2025-01-30 23:24:06,Americano,3.0
TX-000393,CUST-035,2025-01-31 01:54:54,Muffin | Latte | Salad | Breakfast Sandwich,23.0
TX-000394,CUST-011,2025-01-31 04:26:51,Muffin | Drip Coffee | Tea | Croissant,13.0
TX-000395,CUST-118,2025-01-31 05:39:04,Americano | Tea,6.0
TX-000396,CUST-067,2025-01-31 06:02:43,Drip Coffee | Tea,5.5
TX-000397,CUST-047,2025-01-31 06:55:16,Cake Slice,5.5
TX-000398,CUST-067,2025-01-31 07:29:41,Tea | Americano,6.0
TX-000399,CUST-013,2025-01-31 10:13:21,Croissant | Breakfast Sandwich | Americano | Muffin | Tea,20.0
TX-000400,CUST-031,2025-01-31 12:53:25,Americano | Latte | Breakfast Sandwich,14.0
TX-000401,CUST-017,2025-01-31 13:21:20,Breakfast Sandwich | Salad | Cake Slice | Latte,25.0
TX-000402,CUST-146,2025-01-31 16:43:49,Americano | Croissant,7.0
TX-000403,CUST-138,2025-01-31 19:08:14,Latte | Croissant,8.5
TX-000404,CUST-148,2025-01-31 20:06:29,Tea | Pasta,14.0
TX-000405,CUST-021,2025-01-31 21:25:46,Salad | Croissant | Breakfast Sandwich | Americano,22.0
TX-000406,CUST-130,2025-01-31 21:42:24,Tea,3.0
TX-000407,CUST-027,2025-01-31 21:43:28,Drip Coffee | Pasta | Americano | Tea,19.5
TX-000408,CUST-093,2025-02-01 01:31:34,Drip Coffee | Cake Slice | Pasta | Latte,23.5
TX-000409,CUST-004,2025-02-01 01:52:27,Salad | Pasta | Drip Coffee | Americano,25.0
TX-000410,CUST-027,2025-02-01 02:59:28,Salad | Breakfast Sandwich | Pasta | Latte,30.5
TX-000411,CUST-008,2025-02-01 05:20:10,Drip Coffee | Salad | Americano,14.0
TX-000412,CUST-033,2025-02-01 06:48:10,Latte | Muffin | Breakfast Sandwich,14.5
TX-000413,CUST-001,2025-02-01 08:15:03,Cake Slice | Muffin | Drip Coffee,11.5
TX-000414,CUST-010,2025-02-01 11:55:42,Cake Slice | Drip Coffee | Salad | Tea,19.5
TX-000415,CUST-033,2025-02-01 12:11:54,Breakfast Sandwich | Latte | Cake Slice,16.5
TX-000416,CUST-085,2025-02-01 15:08:46,Croissant | Latte | Pasta | Breakfast Sandwich,26.0
TX-000417,CUST-022,2025-02-01 15:17:19,Cake Slice | Croissant | Latte,14.0
TX-000418,CUST-009,2025-02-01 17:09:43,Breakfast Sandwich | Salad | Tea | Drip Coffee | Cake Slice,26.0
TX-000419,CUST-002,2025-02-01 18:47:03,Drip Coffee | Salad | Muffin,14.5
TX-000420,CUST-148,2025-02-01 18:52:37,Americano,3.0
TX-000421,CUST-025,2025-02-01 21:04:49,Salad | Pasta | Muffin | Cake Slice | Latte,33.0
TX-000422,CUST-025,2025-02-01 21:46:23,Drip Coffee | Breakfast Sandwich | Latte | Cake Slice,19.0
TX-000423,CUST-033,2025-02-01 22:21:04,Salad | Pasta | Muffin | Breakfast Sandwich,29.5
TX-000424,CUST-118,2025-02-02 00:16:39,Americano | Muffin,6.5
TX-000425,CUST-011,2025-02-02 01:30:38,Drip Coffee | Americano | Breakfast Sandwich | Cake Slice,17.5
TX-000426,CUST-039,2025-02-02 02:31:56,Muffin,3.5
TX-000427,CUST-137,2025-02-02 08:20:34,Drip Coffee | Croissant,6.5
TX-000428,CUST-028,2025-02-02 10:34:07,Pasta | Americano | Croissant | Latte,22.5
TX-000429,CUST-024,2025-02-02 11:46:50,Salad | Americano | Muffin | Latte | Croissant,23.5
TX-000430,CUST-040,2025-02-02 13:39:34,Drip Coffee,2.5
TX-000431,CUST-031,2025-02-02 15:22:49,Americano | Cake Slice | Breakfast Sandwich | Croissant | Drip Coffee,21.5
TX-000432,CUST-075,2025-02-02 17:36:36,Drip Coffee | Muffin,6.0
TX-000433,CUST-146,2025-02-02 19:54:43,Drip Coffee | Croissant,6.5
TX-000434,CUST-042,2025-02-02 21:29:01,Americano | Drip Coffee,5.5
TX-000435,CUST-063,2025-02-02 22:54:31,Drip Coffee | Latte,7.0
TX-000436,CUST-141,2025-02-03 01:30:47,Muffin,3.5
TX-000437,CUST-071,2025-02-03 03:18:44,Muffin,3.5
TX-000438,CUST-062,2025-02-03 04:40:08,Muffin,3.5
TX-000439,CUST-074,2025-02-03 06:27:32,Drip Coffee | Cake Slice,8.0
TX-000440,CUST-018,2025-02-03 10:20:14,Cake Slice | Croissant | Americano,12.5
TX-000441,CUST-081,2025-02-03 12:03:22,Cake Slice | Pasta | Salad,25.0
TX-000442,CUST-002,2025-02-03 12:38:08,Americano | Breakfast Sandwich | Tea | Pasta,23.5
TX-000443,CUST-002,2025-02-03 13:01:44,Drip Coffee | Cake Slice | Salad,16.5
TX-000444,CUST-063,2025-02-03 13:19:28,Drip Coffee | Tea,5.5
TX-000445,CUST-001,2025-02-03 14:25:58,Latte | Tea | Salad | Muffin | Drip Coffee,22.0
TX-000446,CUST-015,2025-02-03 15:43:30,Salad | Drip Coffee | Americano | Cake Slice | Pasta,30.5
TX-000447,CUST-056,2025-02-03 17:08:05,Muffin | Drip Coffee,6.0
TX-000448,CUST-007,2025-02-03 17:25:17,Tea | Cake Slice | Latte,13.0
TX-000449,CUST-052,2025-02-03 18:33:28,Tea,3.0
TX-000450,CUST-064,2025-02-03 21:01:30,Croissant | Muffin,7.5
TX-000451,CUST-056,2025-02-04 01:53:43,Americano | Drip Coffee,5.5
TX-000452,CUST-032,2025-02-04 02:00:01,Pasta | Breakfast Sandwich | Cake Slice | Salad | Latte,36.0
TX-000453,CUST-007,2025-02-04 04:12:00,Croissant | Salad | Americano | Latte | Breakfast Sandwich,26.5
TX-000454,CUST-001,2025-02-04 08:18:00,Muffin | Breakfast Sandwich | Cake Slice | Croissant | Salad,28.0
TX-000455,CUST-071,2025-02-04 14:22:17,Muffin | Americano,6.5
TX-000456,CUST-119,2025-02-04 17:20:16,Pasta | Muffin,14.5
TX-000457,CUST-013,2025-02-04 19:53:57,Drip Coffee | Latte | Croissant,11.0
TX-000458,CUST-049,2025-02-04 20:49:23,Tea | Drip Coffee,5.5
TX-000459,CUST-012,2025-02-04 22:21:28,Salad | Muffin | Breakfast Sandwich | Latte,23.0
TX-000460,CUST-009,2025-02-05 00:30:19,Americano | Tea | Croissant,10.0
TX-000461,CUST-097,2025-02-05 00:54:21,Cake Slice | Drip Coffee,8.0
TX-000462,CUST-076,2025-02-05 08:15:34,Drip Coffee,2.5
TX-000463,CUST-056,2025-02-05 08:33:47,Tea | Americano,6.0
TX-000464,CUST-009,2025-02-05 09:10:20,Drip Coffee | Pasta | Croissant | Salad,26.0
TX-000465,CUST-146,2025-02-05 14:32:09,Tea | Salad,11.5
TX-000466,CUST-098,2025-02-05 14:33:12,Croissant | Pasta | Breakfast Sandwich,21.5
TX-000467,CUST-064,2025-02-05 17:04:21,Americano,3.0
TX-000468,CUST-045,2025-02-05 17:19:08,Americano | Drip Coffee,5.5
TX-000469,CUST-019,2025-02-05 17:19:23,Cake Slice | Salad | Latte,18.5
TX-000470,CUST-036,2025-02-05 19:30:45,Cake Slice | Salad | Muffin,17.5
TX-000471,CUST-011,2025-02-05 19:42:29,Pasta | Breakfast Sandwich | Cake Slice,23.0
TX-000472,CUST-052,2025-02-06 04:22:11,Drip Coffee,2.5
TX-000473,CUST-107,2025-02-06 11:31:31,Cake Slice | Salad | Croissant | Breakfast Sandwich,24.5
TX-000474,CUST-138,2025-02-06 16:47:55,Americano,3.0
TX-000475,CUST-048,2025-02-06 17:20:32,Drip Coffee | Muffin,6.0
TX-000476,CUST-031,2025-02-06 18:56:41,Americano | Drip Coffee | Salad | Croissant | Latte,22.5
TX-000477,CUST-018,2025-02-06 19:30:30,Breakfast Sandwich | Americano | Cake Slice | Salad,23.5
TX-000478,CUST-124,2025-02-06 20:35:52,Drip Coffee,2.5
TX-000479,CUST-034,2025-02-06 20:37:30,Breakfast Sandwich | Muffin | Latte | Salad | Pasta,34.0
TX-000480,CUST-014,2025-02-06 20:45:43,Pasta | Muffin | Croissant | Americano | Latte,26.0
TX-000481,CUST-018,2025-02-06 21:44:45,Americano | Tea | Drip Coffee | Latte,13.0
TX-000482,CUST-069,2025-02-07 00:04:11,Cake Slice | Tea,8.5
TX-000483,CUST-003,2025-02-07 00:56:38,Latte | Drip Coffee | Pasta,18.0
TX-000484,CUST-010,2025-02-07 03:21:54,Breakfast Sandwich | Latte | Salad | Muffin,23.0
TX-000485,CUST-148,2025-02-07 08:12:18,Tea | Muffin,6.5
TX-000486,CUST-119,2025-02-07 10:15:59,Drip Coffee,2.5
TX-000487,CUST-050,2025-02-07 13:33:35,Tea | Drip Coffee,5.5
TX-000488,CUST-006,2025-02-07 14:20:41,Latte | Pasta | Breakfast Sandwich | Tea,25.0
TX-000489,CUST-042,2025-02-07 17:00:34,Drip Coffee | Tea,5.5
TX-000490,CUST-109,2025-02-07 23:03:56,Pasta | Tea | Breakfast Sandwich,20.5
TX-000491,CUST-146,2025-02-08 01:25:23,Breakfast Sandwich | Salad,15.0
TX-000492,CUST-061,2025-02-08 02:58:11,Drip Coffee | Tea,5.5
TX-000493,CUST-024,2025-02-08 04:19:09,Americano | Muffin | Breakfast Sandwich | Latte | Salad,26.0
TX-000494,CUST-028,2025-02-08 05:13:22,Drip Coffee | Pasta | Breakfast Sandwich,20.0
TX-000495,CUST-022,2025-02-08 05:16:41,Drip Coffee | Salad | Latte | Breakfast Sandwich | Tea,25.0
TX-000496,CUST-072,2025-02-08 05:34:16,Drip Coffee | Americano,5.5
TX-000497,CUST-069,2025-02-08 07:46:48,Tea | Drip Coffee,5.5
TX-000498,CUST-063,2025-02-08 09:01:14,Muffin | Breakfast Sandwich,10.0
TX-000499,CUST-016,2025-02-08 09:03:43,Breakfast Sandwich | Muffin | Americano | Salad | Drip Coffee,24.0
TX-000500,CUST-075,2025-02-08 13:46:19,Drip Coffee,2.5
TX-000501,CUST-061,2025-02-08 14:15:38,Americano | Latte,7.5
TX-000502,CUST-030,2025-02-08 16:35:29,Muffin | Croissant | Pasta,18.5
TX-000503,CUST-067,2025-02-08 16:44:23,Muffin,3.5
TX-000504,CUST-071,2025-02-08 19:14:59,Drip Coffee,2.5
TX-000505,CUST-056,2025-02-08 19:47:18,Americano,3.0
TX-000506,CUST-076,2025-02-09 00:53:33,Drip Coffee,2.5
TX-000507,CUST-123,2025-02-09 00:54:13,Drip Coffee,2.5
TX-000508,CUST-053,2025-02-09 01:20:31,Drip Coffee | Tea,5.5
TX-000509,CUST-029,2025-02-09 04:16:14,Croissant | Breakfast Sandwich | Drip Coffee | Americano | Latte,20.5
TX-000510,CUST-021,2025-02-09 07:46:42,Latte | Drip Coffee | Pasta | Salad | Breakfast Sandwich,33.0
TX-000511,CUST-075,2025-02-09 08:05:36,Tea | Muffin,6.5
TX-000512,CUST-066,2025-02-09 08:35:13,Muffin | Drip Coffee,6.0
TX-000513,CUST-031,2025-02-09 09:20:59,Croissant | Cake Slice | Drip Coffee | Latte | Muffin,20.0
TX-000514,CUST-037,2025-02-09 12:25:55,Drip Coffee | Latte | Salad | Cake Slice,21.0
TX-000515,CUST-148,2025-02-09 12:27:44,Muffin | Croissant,7.5
TX-000516,CUST-053,2025-02-09 13:19:43,Tea | Muffin,6.5
TX-000517,CUST-064,2025-02-09 14:01:28,Americano,3.0
TX-000518,CUST-059,2025-02-09 14:49:00,Americano | Drip Coffee,5.5
TX-000519,CUST-025,2025-02-09 16:23:53,Breakfast Sandwich | Latte | Cake Slice,16.5
TX-000520,CUST-011,2025-02-09 18:11:33,Cake Slice | Drip Coffee | Latte | Muffin | Breakfast Sandwich,22.5
TX-000521,CUST-003,2025-02-09 22:46:36,Latte | Breakfast Sandwich | Americano | Pasta | Drip Coffee,27.5
TX-000522,CUST-010,2025-02-10 00:28:03,Drip Coffee | Cake Slice | Breakfast Sandwich | Latte | Pasta,30.0
TX-000523,CUST-140,2025-02-10 03:01:20,Breakfast Sandwich,6.5
TX-000524,CUST-003,2025-02-10 03:08:42,Pasta | Tea | Latte | Breakfast Sandwich | Salad,33.5
TX-000525,CUST-016,2025-02-10 06:11:59,Drip Coffee | Breakfast Sandwich | Latte | Croissant,17.5
TX-000526,CUST-023,2025-02-10 06:20:13,Pasta | Croissant | Cake Slice,20.5
TX-000527,CUST-034,2025-02-10 06:48:31,Cake Slice | Latte | Breakfast Sandwich | Drip Coffee | Salad,27.5
TX-000528,CUST-003,2025-02-10 07:12:07,Croissant | Latte | Breakfast Sandwich | Cake Slice | Drip Coffee,23.0
TX-000529,CUST-049,2025-02-10 07:21:41,Drip Coffee | Tea,5.5
TX-000530,CUST-142,2025-02-10 08:06:04,Salad | Pasta,19.5
TX-000531,CUST-146,2025-02-10 09:29:38,Latte,4.5
TX-000532,CUST-062,2025-02-10 09:44:46,Latte | Muffin,8.0
TX-000533,CUST-030,2025-02-10 10:11:41,Americano | Tea | Latte | Muffin | Cake Slice,19.5
TX-000534,CUST-055,2025-02-10 18:49:57,Drip Coffee | Tea,5.5
TX-000535,CUST-104,2025-02-10 19:16:31,Latte | Pasta | Cake Slice | Salad,29.5
TX-000536,CUST-135,2025-02-11 00:45:55,Drip Coffee,2.5
TX-000537,CUST-024,2025-02-11 00:51:33,Pasta | Cake Slice | Drip Coffee | Americano,22.0
TX-000538,CUST-148,2025-02-11 04:43:02,Drip Coffee,2.5
TX-000539,CUST-023,2025-02-11 07:00:39,Muffin | Pasta | Cake Slice | Drip Coffee,22.5
TX-000540,CUST-027,2025-02-11 07:37:02,Latte | Croissant | Drip Coffee | Salad,19.5
TX-000541,CUST-073,2025-02-11 11:26:42,Drip Coffee,2.5
TX-000542,CUST-058,2025-02-11 11:44:13,Americano,3.0
TX-000543,CUST-052,2025-02-11 12:59:08,Drip Coffee,2.5
TX-000544,CUST-056,2025-02-11 13:40:45,Drip Coffee | Latte,7.0
TX-000545,CUST-052,2025-02-11 14:30:57,Muffin | Tea,6.5
TX-000546,CUST-146,2025-02-11 17:03:00,Americano | Pasta,14.0
TX-000547,CUST-063,2025-02-11 19:13:05,Salad,8.5
TX-000548,CUST-135,2025-02-11 19:49:37,Muffin | Salad,12.0
TX-000549,CUST-023,2025-02-11 20:07:14,Drip Coffee | Salad | Cake Slice | Breakfast Sandwich | Croissant,27.0
TX-000550,CUST-037,2025-02-11 23:13:26,Muffin | Latte | Salad | Cake Slice | Pasta,33.0
TX-000551,CUST-091,2025-02-11 23:24:08,Breakfast Sandwich | Latte | Salad | Pasta,30.5
TX-000552,CUST-028,2025-02-12 02:08:56,Breakfast Sandwich | Latte | Cake Slice | Croissant | Drip Coffee,23.0
TX-000553,CUST-034,2025-02-12 13:16:02,Drip Coffee | Salad | Breakfast Sandwich | Croissant | Cake Slice,27.0
TX-000554,CUST-035,2025-02-12 16:01:10,Cake Slice | Drip Coffee | Latte,12.5
TX-000555,CUST-023,2025-02-12 18:15:48,Pasta | Americano | Breakfast Sandwich | Croissant,24.5
TX-000556,CUST-133,2025-02-12 22:56:25,Muffin | Americano,6.5
TX-000557,CUST-004,2025-02-12 23:30:57,Americano | Cake Slice | Salad,17.0
TX-000558,CUST-063,2025-02-13 01:01:42,Tea,3.0
TX-000559,CUST-014,2025-02-13 02:22:58,Tea | Pasta | Americano | Drip Coffee,19.5
TX-000560,CUST-044,2025-02-13 02:34:16,Drip Coffee,2.5
TX-000561,CUST-065,2025-02-13 02:39:03,Drip Coffee | Tea,5.5
TX-000562,CUST-096,2025-02-13 04:42:22,Breakfast Sandwich | Cake Slice | Pasta | Salad,31.5
TX-000563,CUST-129,2025-02-13 08:56:30,Americano | Drip Coffee,5.5
TX-000564,CUST-034,2025-02-13 13:07:04,Latte | Americano | Breakfast Sandwich,14.0
TX-000565,CUST-037,2025-02-13 16:21:01,Croissant | Latte | Salad,17.0
TX-000566,CUST-038,2025-02-13 22:02:40,Americano | Muffin | Drip Coffee | Breakfast Sandwich | Pasta,26.5
TX-000567,CUST-008,2025-02-13 22:25:13,Croissant | Breakfast Sandwich | Tea,13.5
TX-000568,CUST-121,2025-02-14 02:08:14,Tea,3.0
TX-000569,CUST-032,2025-02-14 03:26:04,Latte | Tea | Americano,10.5
TX-000570,CUST-012,2025-02-14 03:30:12,Latte | Breakfast Sandwich | Pasta | Muffin | Cake Slice,31.0
TX-000571,CUST-056,2025-02-14 06:17:26,Drip Coffee,2.5
TX-000572,CUST-021,2025-02-14 07:27:15,Latte | Breakfast Sandwich | Salad,19.5
TX-000573,CUST-028,2025-02-14 09:42:06,Muffin | Croissant | Drip Coffee | Latte,14.5
TX-000574,CUST-105,2025-02-14 10:34:41,Latte | Cake Slice | Pasta | Breakfast Sandwich,27.5
TX-000575,CUST-031,2025-02-14 12:29:53,Muffin | Breakfast Sandwich | Drip Coffee | Pasta | Americano,26.5
TX-000576,CUST-007,2025-02-14 16:13:38,Salad | Croissant | Cake Slice | Drip Coffee,20.5
TX-000577,CUST-082,2025-02-14 17:21:05,Tea | Breakfast Sandwich | Pasta | Cake Slice,26.0
TX-000578,CUST-054,2025-02-14 21:33:54,Drip Coffee,2.5
TX-000579,CUST-048,2025-02-14 23:48:52,Tea | Drip Coffee,5.5
TX-000580,CUST-033,2025-02-15 01:16:44,Breakfast Sandwich | Pasta | Latte | Cake Slice | Croissant,31.5
TX-000581,CUST-124,2025-02-15 05:26:12,Breakfast Sandwich,6.5
TX-000582,CUST-006,2025-02-15 06:09:33,Croissant | Salad | Muffin | Cake Slice | Pasta,32.5
TX-000583,CUST-065,2025-02-15 07:14:54,Drip Coffee | Tea,5.5
TX-000584,CUST-026,2025-02-15 09:43:48,Breakfast Sandwich | Muffin | Latte | Americano,17.5
TX-000585,CUST-028,2025-02-15 10:29:32,Cake Slice | Breakfast Sandwich | Drip Coffee | Americano | Latte,22.0
TX-000586,CUST-071,2025-02-15 11:13:10,Muffin | Americano,6.5
TX-000587,CUST-027,2025-02-15 13:17:33,Latte | Breakfast Sandwich | Muffin | Salad,23.0
TX-000588,CUST-002,2025-02-15 14:55:30,Muffin | Salad | Drip Coffee | Breakfast Sandwich,21.0
TX-000589,CUST-071,2025-02-15 16:18:40,Drip Coffee | Tea,5.5
TX-000590,CUST-021,2025-02-15 22:04:21,Americano | Drip Coffee | Latte | Pasta,21.0
TX-000591,CUST-038,2025-02-15 23:49:52,Muffin | Croissant | Americano | Breakfast Sandwich | Drip Coffee,19.5
TX-000592,CUST-007,2025-02-16 00:05:23,Drip Coffee | Breakfast Sandwich | Muffin,12.5
TX-000593,CUST-024,2025-02-16 07:47:45,Breakfast Sandwich | Americano | Croissant,13.5
TX-000594,CUST-142,2025-02-16 08:11:04,Drip Coffee | Pasta,13.5
TX-000595,CUST-092,2025-02-16 09:29:57,Breakfast Sandwich | Cake Slice | Salad,20.5
TX-000596,CUST-018,2025-02-16 09:36:22,Breakfast Sandwich | Pasta | Tea,20.5
TX-000597,CUST-069,2025-02-16 12:37:25,Drip Coffee,2.5
TX-000598,CUST-002,2025-02-16 14:18:38,Breakfast Sandwich | Salad | Drip Coffee | Tea | Americano,23.5
TX-000599,CUST-015,2025-02-16 14:44:06,Latte | Croissant | Breakfast Sandwich | Americano,18.0
TX-000600,CUST-001,2025-02-16 17:19:57,Americano | Drip Coffee | Breakfast Sandwich,12.0
